run,label_idx,crc_TP,crc_FP,crc_TN,crc_FN,rcps_TP,rcps_FP,rcps_TN,rcps_FN,ltt_TP,ltt_FP,ltt_TN,ltt_FN,name
31,2,2861,782,19,66,2873,786,15,54,2829,775,26,98,df_w_demo_01
32,0,456,2260,841,167,472,2338,763,151,0,0,3101,623,df_w_demo_01
32,1,424,2238,886,176,448,2346,778,152,0,0,3124,600,df_w_demo_01
32,2,2727,779,44,174,2766,782,41,135,0,0,823,2901,df_w_demo_01
33,0,434,2339,785,164,479,2515,609,119,0,0,3124,598,df_w_demo_01
33,1,249,1416,1733,324,280,1617,1532,293,0,0,3149,573,df_w_demo_01
33,2,2787,739,43,153,2853,756,26,87,0,0,782,2940,df_w_demo_01
34,0,510,2676,437,99,510,2676,437,99,0,0,3113,609,df_w_demo_01
34,1,411,2083,1065,163,411,2083,1065,163,0,0,3148,574,df_w_demo_01
34,2,2713,763,46,200,2713,763,46,200,0,0,809,2913,df_w_demo_01
35,0,369,1947,1182,231,430,2295,834,170,224,1192,1937,376,df_w_demo_01
35,1,375,2051,1089,214,425,2338,802,164,251,1401,1739,338,df_w_demo_01
35,2,2805,773,38,113,2847,783,28,71,2640,732,79,278,df_w_demo_01
36,0,392,2003,1087,241,441,2238,852,192,255,1255,1835,378,df_w_demo_01
36,1,347,1779,1336,261,405,2039,1076,203,213,1091,2024,395,df_w_demo_01
36,2,2755,807,30,131,2799,819,18,87,2511,728,109,375,df_w_demo_01
37,0,455,2432,672,156,479,2541,563,132,0,0,3104,611,df_w_demo_01
37,1,345,1990,1145,235,372,2187,948,208,0,0,3135,580,df_w_demo_01
37,2,2703,770,41,201,2784,788,23,120,0,0,811,2904,df_w_demo_01
38,0,518,2675,445,86,546,2822,298,58,0,0,3120,604,df_w_demo_01
38,1,160,798,2348,418,209,1099,2047,369,0,0,3146,578,df_w_demo_01
38,2,2853,759,23,89,2893,771,11,49,0,0,782,2942,df_w_demo_01
39,0,521,2458,630,120,544,2576,512,97,0,0,3088,641,df_w_demo_01
39,1,399,1992,1133,205,428,2117,1008,176,0,0,3125,604,df_w_demo_01
39,2,2757,781,49,142,2789,787,43,110,0,0,830,2899,df_w_demo_01
40,0,402,1916,1175,224,444,2150,941,182,0,0,3091,626,df_w_demo_01
40,1,379,1865,1249,224,423,2109,1005,180,0,0,3114,603,df_w_demo_01
40,2,2678,755,61,223,2784,780,36,117,0,0,816,2901,df_w_demo_01
41,0,511,2667,472,66,525,2749,390,52,0,0,3139,577,df_w_demo_01
41,1,440,2444,724,108,448,2509,659,100,0,0,3168,548,df_w_demo_01
41,2,2734,703,54,225,2770,713,44,189,0,0,757,2959,df_w_demo_01
42,0,492,2350,739,148,520,2469,620,120,0,0,3089,640,df_w_demo_01
42,1,371,1919,1206,233,393,2076,1049,211,0,0,3125,604,df_w_demo_01
42,2,2776,782,41,130,2810,789,34,96,0,0,823,2906,df_w_demo_01
43,0,479,2496,623,125,491,2561,558,113,0,0,3119,604,df_w_demo_01
43,1,401,2274,877,171,410,2331,820,162,0,0,3151,572,df_w_demo_01
43,2,2706,693,80,244,2750,711,62,200,0,0,773,2950,df_w_demo_01
44,0,449,2257,857,161,449,2257,857,161,0,0,3114,610,df_w_demo_01
44,1,420,2195,935,174,420,2195,935,174,0,0,3130,594,df_w_demo_01
44,2,2719,758,59,188,2719,758,59,188,0,0,817,2907,df_w_demo_01
45,0,388,2107,1024,204,388,2107,1024,204,0,0,3131,592,df_w_demo_01
45,1,478,2530,611,104,478,2530,611,104,0,0,3141,582,df_w_demo_01
45,2,2782,740,49,152,2782,740,49,152,0,0,789,2934,df_w_demo_01
46,0,462,2344,777,143,488,2528,593,117,0,0,3121,605,df_w_demo_01
46,1,337,1806,1338,245,379,2023,1121,203,0,0,3144,582,df_w_demo_01
46,2,2816,777,29,104,2871,788,18,49,0,0,806,2920,df_w_demo_01
47,0,448,2456,682,133,462,2541,597,119,0,0,3138,581,df_w_demo_01
47,1,391,2313,862,153,411,2407,768,133,0,0,3175,544,df_w_demo_01
47,2,2803,709,47,160,2835,718,38,128,0,0,756,2963,df_w_demo_01
48,0,389,1825,1239,269,425,1975,1089,233,0,0,3064,658,df_w_demo_01
48,1,485,2541,592,104,506,2688,445,83,0,0,3133,589,df_w_demo_01
48,2,2716,780,50,176,2795,801,29,97,0,0,830,2892,df_w_demo_01
49,0,431,2239,888,166,453,2380,747,144,0,0,3127,597,df_w_demo_01
49,1,434,2333,813,144,467,2463,683,111,0,0,3146,578,df_w_demo_01
49,2,2713,735,55,221,2750,744,46,184,0,0,790,2934,df_w_demo_01
50,0,431,2296,821,170,457,2457,660,144,0,0,3117,601,df_w_demo_01
50,1,433,2353,799,133,453,2473,679,113,0,0,3152,566,df_w_demo_01
50,2,2755,736,56,171,2804,750,42,122,0,0,792,2926,df_w_demo_01
51,0,390,1954,1154,224,390,1954,1154,224,0,0,3108,614,df_w_demo_01
51,1,437,2332,807,146,437,2332,807,146,0,0,3139,583,df_w_demo_01
51,2,2771,757,51,143,2771,757,51,143,0,0,808,2914,df_w_demo_01
52,0,460,2274,809,170,493,2417,666,137,0,0,3083,630,df_w_demo_01
52,1,367,2077,1065,204,401,2247,895,170,0,0,3142,571,df_w_demo_01
52,2,2704,754,58,197,2762,770,42,139,0,0,812,2901,df_w_demo_01
53,0,473,2268,834,145,515,2496,606,103,0,0,3102,618,df_w_demo_01
53,1,304,1685,1443,288,364,1935,1193,228,0,0,3128,592,df_w_demo_01
53,2,2733,760,53,174,2782,778,35,125,0,0,813,2907,df_w_demo_01
54,0,559,2789,317,58,584,2919,187,33,0,0,3106,617,df_w_demo_01
54,1,386,2082,1061,194,408,2215,928,172,0,0,3143,580,df_w_demo_01
54,2,2636,716,87,284,2723,740,63,197,0,0,803,2920,df_w_demo_01
55,0,551,2633,475,74,571,2762,346,54,0,0,3108,625,df_w_demo_01
55,1,364,1900,1229,240,404,2093,1036,200,0,0,3129,604,df_w_demo_01
55,2,2682,730,83,238,2753,749,64,167,0,0,813,2920,df_w_demo_01
56,0,410,1986,1096,230,433,2119,963,207,292,1379,1703,348,df_w_demo_01
56,1,330,1739,1389,264,356,1887,1241,238,202,1065,2063,392,df_w_demo_01
56,2,2773,803,26,120,2816,812,17,77,2453,713,116,440,df_w_demo_01
57,0,470,2331,790,132,493,2434,687,109,0,0,3121,602,df_w_demo_01
57,1,369,1957,1175,222,394,2104,1028,197,0,0,3132,591,df_w_demo_01
57,2,2757,751,50,165,2815,766,35,107,0,0,801,2922,df_w_demo_01
58,0,448,2259,843,167,467,2349,753,148,0,0,3102,615,df_w_demo_01
58,1,447,2476,660,134,475,2611,525,106,0,0,3136,581,df_w_demo_01
58,2,2695,710,81,231,2759,728,63,167,0,0,791,2926,df_w_demo_01
59,0,398,2045,1074,212,430,2204,915,180,269,1361,1758,341,df_w_demo_01
59,1,374,2095,1066,194,405,2295,866,163,222,1185,1976,346,df_w_demo_01
59,2,2789,740,53,147,2830,751,42,106,2590,686,107,346,df_w_demo_01
60,0,513,2620,489,97,541,2790,319,69,0,0,3109,610,df_w_demo_01
60,1,322,1592,1516,289,385,1875,1233,226,0,0,3108,611,df_w_demo_01
60,2,2741,767,40,171,2791,781,26,121,0,0,807,2912,df_w_demo_01
61,0,343,1772,1315,293,390,2028,1059,246,258,1289,1798,378,df_w_demo_01
61,1,384,2081,1064,194,433,2301,844,145,283,1543,1602,295,df_w_demo_01
61,2,2840,796,22,65,2859,804,14,46,2740,773,45,165,df_w_demo_01
62,0,526,2541,540,111,565,2756,325,72,0,0,3081,637,df_w_demo_01
62,1,366,1898,1238,216,425,2205,931,157,0,0,3136,582,df_w_demo_01
62,2,2617,733,82,286,2733,767,48,170,0,0,815,2903,df_w_demo_01
63,0,408,2222,899,192,438,2362,759,162,0,0,3121,600,df_w_demo_01
63,1,417,2363,800,141,453,2529,634,105,0,0,3163,558,df_w_demo_01
63,2,2729,718,66,208,2816,747,37,121,0,0,784,2937,df_w_demo_01
64,0,492,2281,805,147,512,2386,700,127,0,0,3086,639,df_w_demo_01
64,1,445,2236,877,167,464,2343,770,148,0,0,3113,612,df_w_demo_01
64,2,2736,772,51,166,2768,778,45,134,0,0,823,2902,df_w_demo_01
65,0,516,2632,471,102,533,2715,388,85,297,1572,1531,321,df_w_demo_01
65,1,311,1585,1514,311,340,1732,1367,282,119,662,2437,503,df_w_demo_01
65,2,2741,781,53,146,2764,792,42,123,2336,657,177,551,df_w_demo_01
66,0,458,2373,763,128,474,2481,655,112,250,1286,1850,336,df_w_demo_01
66,1,375,2001,1133,213,395,2115,1019,193,216,1163,1971,372,df_w_demo_01
66,2,2798,774,33,117,2815,780,27,100,2503,693,114,412,df_w_demo_01
67,0,478,2318,782,142,498,2438,662,122,0,0,3100,620,df_w_demo_01
67,1,446,2295,815,164,473,2431,679,137,0,0,3110,610,df_w_demo_01
67,2,2714,756,61,189,2770,769,48,133,0,0,817,2903,df_w_demo_01
68,0,456,2223,866,175,491,2402,687,140,0,0,3089,631,df_w_demo_01
68,1,435,2347,772,166,471,2497,622,130,0,0,3119,601,df_w_demo_01
68,2,2651,761,72,236,2710,791,42,177,0,0,833,2887,df_w_demo_01
69,0,407,1941,1141,236,443,2095,987,200,278,1355,1727,365,df_w_demo_01
69,1,336,1801,1341,247,384,2046,1096,199,217,1080,2062,366,df_w_demo_01
69,2,2775,788,35,127,2829,798,25,73,2470,708,115,432,df_w_demo_01
70,0,393,1910,1191,218,428,2150,951,183,303,1372,1729,308,df_w_demo_01
70,1,302,1786,1348,276,339,1960,1174,239,241,1403,1731,337,df_w_demo_01
70,2,2833,777,31,71,2864,795,13,40,2693,729,79,211,df_w_demo_01
71,0,469,2359,745,150,496,2520,584,123,0,0,3104,619,df_w_demo_01
71,1,375,2093,1061,194,421,2315,839,148,0,0,3154,569,df_w_demo_01
71,2,2713,769,38,203,2794,782,25,122,0,0,807,2916,df_w_demo_01
72,0,522,2365,701,134,548,2510,556,108,0,0,3066,656,df_w_demo_01
72,1,363,1986,1132,241,399,2151,967,205,0,0,3118,604,df_w_demo_01
72,2,2639,771,70,242,2709,794,47,172,0,0,841,2881,df_w_demo_01
73,0,448,2261,842,172,479,2385,718,141,0,0,3103,620,df_w_demo_01
73,1,401,2278,877,167,426,2406,749,142,0,0,3155,568,df_w_demo_01
73,2,2739,736,64,184,2793,753,47,130,0,0,800,2923,df_w_demo_01
74,0,398,1904,1179,240,452,2142,941,186,0,0,3083,638,df_w_demo_01
74,1,479,2553,581,108,504,2699,435,83,0,0,3134,587,df_w_demo_01
74,2,2628,763,57,273,2717,789,31,184,0,0,820,2901,df_w_demo_01
75,0,495,2340,761,124,523,2547,554,96,0,0,3101,619,df_w_demo_01
75,1,383,2080,1074,183,425,2309,845,141,0,0,3154,566,df_w_demo_01
75,2,2694,733,63,230,2774,757,39,150,0,0,796,2924,df_w_demo_01
76,0,418,2129,978,195,447,2302,805,166,0,0,3107,613,df_w_demo_01
76,1,247,1564,1586,323,290,1785,1365,280,0,0,3150,570,df_w_demo_01
76,2,2842,778,16,84,2875,783,11,51,0,0,794,2926,df_w_demo_01
77,0,397,2069,1047,209,425,2216,900,181,0,0,3116,606,df_w_demo_01
77,1,479,2599,546,98,506,2727,418,71,0,0,3145,577,df_w_demo_01
77,2,2743,743,52,184,2779,753,42,148,0,0,795,2927,df_w_demo_01
78,0,447,2293,816,168,482,2451,658,133,0,0,3109,615,df_w_demo_01
78,1,414,2221,915,174,440,2373,763,148,0,0,3136,588,df_w_demo_01
78,2,2723,784,38,179,2789,798,24,113,0,0,822,2902,df_w_demo_01
79,0,489,2396,699,137,523,2525,570,103,0,0,3095,626,df_w_demo_01
79,1,391,2034,1082,214,419,2157,959,186,0,0,3116,605,df_w_demo_01
79,2,2718,798,33,172,2755,808,23,135,0,0,831,2890,df_w_demo_01
80,0,413,2194,923,191,459,2380,737,145,0,0,3117,604,df_w_demo_01
80,1,414,2216,907,184,446,2387,736,152,0,0,3123,598,df_w_demo_01
80,2,2751,756,40,174,2812,770,26,113,0,0,796,2925,df_w_demo_01
81,0,455,2347,783,137,486,2556,574,106,214,1088,2042,378,df_w_demo_01
81,1,380,2048,1097,197,415,2265,880,162,178,921,2224,399,df_w_demo_01
81,2,2765,742,51,164,2808,757,36,121,2191,560,233,738,df_w_demo_01
82,0,441,2413,703,160,458,2506,610,143,0,0,3116,601,df_w_demo_01
82,1,403,2209,913,192,421,2306,816,174,0,0,3122,595,df_w_demo_01
82,2,2729,742,60,186,2774,756,46,141,0,0,802,2915,df_w_demo_01
83,0,357,1713,1393,258,410,1964,1142,205,0,0,3106,615,df_w_demo_01
83,1,391,2128,1014,188,430,2323,819,149,0,0,3142,579,df_w_demo_01
83,2,2731,747,50,193,2798,763,34,126,0,0,797,2924,df_w_demo_01
84,0,510,2404,679,120,527,2531,552,103,0,0,3083,630,df_w_demo_01
84,1,400,1936,1164,213,434,2116,984,179,0,0,3100,613,df_w_demo_01
84,2,2715,769,53,176,2770,784,38,121,0,0,822,2891,df_w_demo_01
85,0,476,2347,740,156,505,2501,586,127,0,0,3087,632,df_w_demo_01
85,1,358,1940,1167,254,392,2079,1028,220,0,0,3107,612,df_w_demo_01
85,2,2715,767,59,178,2760,780,46,133,0,0,826,2893,df_w_demo_01
86,0,452,2331,790,149,475,2488,633,126,0,0,3121,601,df_w_demo_01
86,1,465,2538,599,120,480,2641,496,105,0,0,3137,585,df_w_demo_01
86,2,2692,731,57,242,2746,751,37,188,0,0,788,2934,df_w_demo_01
87,0,429,2417,721,161,448,2498,640,142,0,0,3138,590,df_w_demo_01
87,1,400,2207,954,167,414,2267,894,153,0,0,3161,567,df_w_demo_01
87,2,2773,727,53,175,2804,733,47,144,0,0,780,2948,df_w_demo_01
88,0,457,2190,903,169,493,2405,688,133,294,1435,1658,332,df_w_demo_01
88,1,367,2083,1056,213,399,2277,862,181,237,1283,1856,343,df_w_demo_01
88,2,2726,773,42,178,2784,783,32,120,2414,671,144,490,df_w_demo_01
89,0,532,2673,431,89,563,2801,303,58,0,0,3104,621,df_w_demo_01
89,1,361,2036,1113,215,398,2194,955,178,0,0,3149,576,df_w_demo_01
89,2,2692,748,51,234,2760,770,29,166,0,0,799,2926,df_w_demo_01
90,0,490,2283,808,145,529,2504,587,106,0,0,3091,635,df_w_demo_01
90,1,473,2488,659,106,514,2693,454,65,0,0,3147,579,df_w_demo_01
90,2,2635,734,77,280,2715,756,55,200,0,0,811,2915,df_w_demo_01
91,0,453,2389,732,154,472,2469,652,135,0,0,3121,607,df_w_demo_01
91,1,387,2195,978,168,408,2305,868,147,0,0,3173,555,df_w_demo_01
91,2,2753,734,51,190,2795,745,40,148,0,0,785,2943,df_w_demo_01
92,0,408,2086,1024,200,423,2175,935,185,265,1415,1695,343,df_w_demo_01
92,1,358,1858,1271,231,386,1988,1141,203,196,1035,2094,393,df_w_demo_01
92,2,2758,778,34,148,2807,789,23,99,2275,617,195,631,df_w_demo_01
93,0,432,2295,839,158,468,2448,686,122,0,0,3134,590,df_w_demo_01
93,1,325,1811,1367,221,363,2013,1165,183,0,0,3178,546,df_w_demo_01
93,2,2784,726,47,167,2835,740,33,116,0,0,773,2951,df_w_demo_01
94,0,438,2110,979,196,494,2360,729,140,344,1652,1437,290,df_w_demo_01
94,1,308,1595,1524,296,366,1914,1205,238,206,1132,1987,398,df_w_demo_01
94,2,2779,797,28,119,2827,809,16,71,2645,758,67,253,df_w_demo_01
95,0,494,2302,792,138,518,2446,648,114,0,0,3094,632,df_w_demo_01
95,1,265,1379,1745,337,322,1672,1452,280,0,0,3124,602,df_w_demo_01
95,2,2757,775,45,149,2810,791,29,96,0,0,820,2906,df_w_demo_01
96,0,484,2543,582,116,500,2628,497,100,0,0,3125,600,df_w_demo_01
96,1,368,2058,1106,193,383,2137,1027,178,0,0,3164,561,df_w_demo_01
96,2,2747,727,54,197,2777,737,44,167,0,0,781,2944,df_w_demo_01
97,0,415,2146,948,218,486,2449,645,147,0,0,3094,633,df_w_demo_01
97,1,355,1861,1273,238,400,2121,1013,193,0,0,3134,593,df_w_demo_01
97,2,2737,780,49,161,2827,804,25,71,0,0,829,2898,df_w_demo_01
98,0,456,2366,737,158,482,2505,598,132,334,1741,1362,280,df_w_demo_01
98,1,284,1488,1639,306,341,1715,1412,249,154,824,2303,436,df_w_demo_01
98,2,2807,794,19,97,2837,800,13,67,2626,736,77,278,df_w_demo_01
99,0,453,2281,820,167,483,2367,734,137,0,0,3101,620,df_w_demo_01
99,1,355,1774,1357,235,399,2022,1109,191,0,0,3131,590,df_w_demo_01
99,2,2712,745,64,200,2772,763,46,140,0,0,809,2912,df_w_demo_01
